NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
91,머더 컴퍼니: 살인 중대,셰인 댁스 테일러,,주식회사 풍경소리,주식회사 풍경소리,20250206,개봉영화,장편,미국,20,"1,628,000",283,"100,000",20,전쟁,15세이상관람가,일반영화
60,영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제1장,,,(주)애니플러스,(주)애니플러스,20250206,개봉영화,장편,일본,110,16582900,1778,10022000,1037,애니메이션,전체관람가,일반영화
7,브로큰,김진황,"을지기획 주식회사,(주)사나이픽처스",,(주)바른손이앤에이,20250205,개봉영화,장편,한국,818,"1,814,276,200","195,809","440,534,680","45,522",범죄,15세이상관람가,일반영화
31,데드데드 데몬즈 디디디디 디스트럭션: 파트2,,,(주)더쿱디스트리뷰션,"주식회사 올랄라스토리,롯데컬처웍스(주)롯데시네마",20250205,개봉영화,장편,일본,220,"106,077,460","13,117","59,820,200","7,144",애니메이션,15세이상관람가,독립/예술영화
33,9월 5일: 위험한 특종,팀 펠바움,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20250205,개봉영화,장편,미국,250,"111,649,760","11,366","53,966,500","5,197",스릴러,15세이상관람가,일반영화
37,"레드벨벳 해피니스 다이어리 : 마이 디어, 레베럽 인 시네마","김선형,오윤동","씨제이포디플렉스 주식회사,스크린엑스 스튜디오",,씨제이포디플렉스 주식회사,20250205,개봉영화,장편,한국,72,"207,745,000","8,310","139,820,000","5,593",공연,전체관람가,일반영화
60,만담,조승식,메타코미디,,씨지브이 아이스콘,20250205,개봉영화,장편,한국,28,"23,469,500","1,640","16,257,000","1,159",공연,12세이상관람가,일반영화
62,백산 - 의령에서 발해까지,진재운,(주)KNN,,(주)드림팩트엔터테인먼트,20250205,개봉영화,장편,한국,30,"10,300,900","1,564","3,234,300",649,다큐멘터리,전체관람가,독립/예술영화
72,고양이키스 : 당신에게 마음을 여는 순간,황수빈,"(주)아토,(주)모토",,(주)모토,20250205,개봉영화,장편,한국,18,"7,223,100",779,"5,190,900",510,드라마,전체관람가,독립/예술영화
70,브로큰,김진황,"을지기획 주식회사,(주)사나이픽처스",,(주)바른손이앤에이,20250205,개봉영화,장편,한국,818,7386500,1000,0,0,범죄,15세이상관람가,일반영화
72,백산 - 의령에서 발해까지,진재운,(주)KNN,,(주)드림팩트엔터테인먼트,20250205,개봉영화,장편,한국,30,6933000,959,23000,3,다큐멘터리,전체관람가,독립/예술영화
93,데드데드 데몬즈 디디디디 디스트럭션: 파트2,,,(주)더쿱디스트리뷰션,"주식회사 올랄라스토리,롯데컬처웍스(주)롯데시네마",20250205,개봉영화,장편,일본,220,3148000,329,3091000,324,애니메이션,15세이상관람가,독립/예술영화
94,9월 5일: 위험한 특종,팀 펠바움,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20250205,개봉영화,장편,미국,250,2852500,318,1604800,162,스릴러,15세이상관람가,일반영화
65,백산 - 의령에서 발해까지,진재운,(주)KNN,,(주)드림팩트엔터테인먼트,20250205,개봉영화,장편,한국,30,10345000,1078,1330000,121,다큐멘터리,전체관람가,독립/예술영화
54,백산 - 의령에서 발해까지,진재운,(주)KNN,,(주)드림팩트엔터테인먼트,20250205,개봉영화,장편,한국,30,14704000,2070,0,0,다큐멘터리,전체관람가,독립/예술영화
56,벌집의 정령,빅토르 에리세,,엠엔엠인터내셔널(주),엠엔엠인터내셔널(주),20250129,개봉영화,장편,스페인,36,"19,311,860","2,209","12,158,560","1,350",드라마,12세이상관람가,독립/예술영화
57,그들은 피아노 연주자를 쐈다,"페르난도 트루에바,하비에르 마리스칼",,찬란,찬란,20250129,개봉영화,장편,스페인,35,"16,234,200","1,710","11,483,800","1,166",애니메이션,12세이상관람가,독립/예술영화
47,벌집의 정령,빅토르 에리세,,엠엔엠인터내셔널(주),엠엔엠인터내셔널(주),20250129,개봉영화,장편,스페인,36,"44,852,900","4,857","28,737,100","2,998",드라마,12세이상관람가,독립/예술영화
65,그들은 피아노 연주자를 쐈다,"페르난도 트루에바,하비에르 마리스칼",,찬란,찬란,20250129,개봉영화,장편,스페인,35,"13,146,700","1,385","7,984,400",807,애니메이션,12세이상관람가,독립/예술영화
95,벌집의 정령,빅토르 에리세,,엠엔엠인터내셔널(주),엠엔엠인터내셔널(주),20250129,개봉영화,장편,스페인,36,2654500,317,1887500,202,드라마,12세이상관람가,독립/예술영화
8,말할 수 없는 비밀,서유민,(주)하이브미디어코프,,플러스엠 엔터테인먼트,20250127,개봉영화,장편,한국,864,"2,218,501,920","235,293","662,571,280","66,440",판타지,전체관람가,일반영화
27,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),20250127,개봉영화,장편,영국,208,"205,738,500","21,816","46,409,000","4,799",애니메이션,전체관람가,일반영화
3,말할 수 없는 비밀,서유민,(주)하이브미디어코프,,플러스엠 엔터테인먼트,20250127,개봉영화,장편,한국,864,"5,534,037,180","577,641","1,740,628,100","171,841",판타지,전체관람가,일반영화
20,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),20250127,개봉영화,장편,영국,208,"249,137,700","28,424","41,442,800","4,476",애니메이션,전체관람가,일반영화
33,말할 수 없는 비밀,서유민,(주)하이브미디어코프,,메가박스중앙(주) 플러스엠 엔터테인먼트,20250127,개봉영화,장편,한국,864,106634100,11176,33070100,3384,판타지,전체관람가,일반영화
76,바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),20250127,개봉영화,장편,영국,208,6514500,755,268500,35,애니메이션,전체관람가,일반영화
46,반지의 제왕: 로히림의 전쟁,카미야마 켄지,,워너브러더스 코리아(주),워너브러더스 코리아(주),20250125,개봉영화,장편,미국,161,"32,251,000","3,309","12,151,500","1,225",애니메이션,12세이상관람가,일반영화
82,반지의 제왕: 로히림의 전쟁,카미야마 켄지,,워너브러더스 코리아(주),워너브러더스 코리아(주),20250125,개봉영화,장편,미국,161,"4,641,600",520,"2,210,300",228,애니메이션,12세이상관람가,일반영화
3,검은 수녀들,권혁재,영화사 집,,(주)넥스트엔터테인먼트월드(NEW),20250124,개봉영화,장편,한국,"1,662","12,271,351,520","1,267,798","3,127,208,200","307,333",미스터리,15세이상관람가,일반영화
18,아이유 콘서트 : 더 위닝,"이예지,오윤동","씨제이포디플렉스 주식회사,스크린엑스 스튜디오",,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",20250124,개봉영화,장편,한국,118,"1,275,449,500","46,405","603,729,500","22,000",공연,전체관람가,일반영화
19,귀신경찰,김영준,HJ필름,,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",20250124,개봉영화,장편,한국,378,"390,197,400","43,856","86,100,200","9,793",코미디,12세이상관람가,일반영화
49,은혼 가시아귀편 온 씨어터,후지타 요이치,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,20250124,개봉영화,장편,일본,1,"33,324,200","2,804","33,324,200","2,804",애니메이션,12세이상관람가,일반영화
74,하이퍼 프로젝션 연극 하이큐!!,,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,20250124,개봉영화,장편,일본,1,"5,430,500",501,"5,430,500",501,공연,12세이상관람가,일반영화
4,검은 수녀들,권혁재,영화사 집,,(주)넥스트엔터테인먼트월드(NEW),20250124,개봉영화,장편,한국,"1,662","3,837,954,760","398,765","962,464,700","97,367",미스터리,15세이상관람가,일반영화
21,아이유 콘서트 : 더 위닝,"이예지,오윤동","씨제이포디플렉스 주식회사,스크린엑스 스튜디오",,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",20250124,개봉영화,장편,한국,118,"750,654,000","27,446","385,021,000","14,085",공연,전체관람가,일반영화
32,귀신경찰,김영준,HJ필름,,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",20250124,개봉영화,장편,한국,378,"99,457,400","11,741","18,488,200","2,184",코미디,12세이상관람가,일반영화
38,은혼 가시아귀편 온 씨어터,후지타 요이치,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,20250124,개봉영화,장편,일본,1,"76,716,900","7,466","41,003,200","3,925",애니메이션,12세이상관람가,일반영화
94,하이퍼 프로젝션 연극 하이큐!!,,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,20250124,개봉영화,장편,일본,1,"2,452,400",239,"1,696,900",167,공연,12세이상관람가,일반영화
49,검은 수녀들,권혁재,영화사 집,,(주)넥스트엔터테인먼트월드(NEW),20250124,개봉영화,장편,한국,1662,24909700,3981,2791500,335,미스터리,15세이상관람가,일반영화
57,아이유 콘서트 : 더 위닝,"이예지,오윤동","씨제이포디플렉스 주식회사,스크린엑스 스튜디오",,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",20250124,개봉영화,장편,한국,118,50523000,2021,39448000,1578,공연,전체관람가,일반영화
79,귀신경찰,김영준,HJ필름,,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",20250124,개봉영화,장편,한국,378,1515000,568,955000,475,코미디,12세이상관람가,일반영화
91,은혼 가시아귀편 온 씨어터,후지타 요이치,,에스엠지홀딩스 주식회사,에스엠지홀딩스 주식회사,20250124,개봉영화,장편,일본,1,3614900,349,1812000,177,애니메이션,12세이상관람가,일반영화
91,귀신경찰,김영준,HJ필름,,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",20250124,개봉영화,장편,한국,378,3026000,438,0,0,코미디,12세이상관람가,일반영화
90,귀신경찰,김영준,HJ필름,,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",20250124,개봉영화,장편,한국,378,1812000,302,0,0,코미디,12세이상관람가,일반영화
2,히트맨2,최원섭,"베리굿스튜디오(주),스튜디오타겟(주)",,(주)바이포엠스튜디오,20250122,개봉영화,장편,한국,"1,507","15,576,824,740","1,654,428","2,804,112,620","289,962",코미디,15세이상관람가,일반영화
15,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,유야마 쿠니히코,,(주)포켓몬코리아,롯데컬처웍스(주)롯데엔터테인먼트,20250122,개봉영화,장편,일본,667,"1,088,287,040","122,615","207,686,660","22,173",애니메이션,전체관람가,일반영화
23,꼬마 판다 팡의 아프리카 대모험,"리처드 클라우스,카스텐 킬러리치",,(주)엔케이컨텐츠,(주)디스테이션,20250122,개봉영화,장편,네덜란드,198,"206,149,800","24,226","31,296,900","3,838",애니메이션,전체관람가,독립/예술영화
30,고스트캣 앙주,"야마시타 노부히로,쿠노 요코",,(주)얼리버드픽쳐스,와이드 릴리즈(주),20250122,개봉영화,장편,일본,137,"146,132,600","16,681","49,345,900","5,636",애니메이션,전체관람가,독립/예술영화
35,애니멀 킹덤,토마스 카일리,,(주)스튜디오디에이치엘,"그린나래미디어(주),(주)스튜디오디에이치엘",20250122,개봉영화,장편,프랑스,96,"72,693,400","7,567","41,389,500","4,059",미스터리,15세이상관람가,독립/예술영화
36,카라바조의 그림자,미첼 프라치도,,(주)영화사 진진,(주)영화사 진진,20250122,개봉영화,장편,이탈리아,35,"63,713,560","6,961","43,897,760","4,551",드라마,청소년관람불가,독립/예술영화
39,메모리,미셸 프랑코,,(주)티캐스트,(주)티캐스트,20250122,개봉영화,장편,미국,35,"47,136,300","5,056","35,646,800","3,679",드라마,15세이상관람가,독립/예술영화
41,언데드 다루는 법,테아 히비스텐달,,판씨네마(주),판씨네마(주),20250122,개봉영화,장편,노르웨이,64,"42,102,500","4,745","24,783,500","2,726",드라마,15세이상관람가,독립/예술영화
44,문워크,신현규,마리솔(주),,필름다빈,20250122,개봉영화,장편,한국,41,"34,812,500","4,001","20,682,200","2,246",드라마,15세이상관람가,독립/예술영화
86,엠알 나인,아시프 아크바르,,(주)블루라벨픽쳐스,(주)블루라벨픽쳐스,20250122,개봉영화,장편,미국,20,"1,662,000",280,"100,000",20,범죄,15세이상관람가,일반영화
2,히트맨2,최원섭,"베리굿스튜디오(주),스튜디오타겟(주)",,(주)바이포엠스튜디오,20250122,개봉영화,장편,한국,"1,507","8,360,342,240","887,949","1,524,227,340","157,015",코미디,15세이상관람가,일반영화
15,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,유야마 쿠니히코,,(주)포켓몬코리아,롯데컬처웍스(주)롯데엔터테인먼트,20250122,개봉영화,장편,일본,667,"496,824,140","56,657","72,585,500","7,862",애니메이션,전체관람가,일반영화
24,꼬마 판다 팡의 아프리카 대모험,"리처드 클라우스,카스텐 킬러리치",,(주)엔케이컨텐츠,(주)디스테이션,20250122,개봉영화,장편,네덜란드,198,"146,468,700","19,891","25,170,800","3,825",애니메이션,전체관람가,독립/예술영화
41,애니멀 킹덤,토마스 카일리,,(주)스튜디오디에이치엘,"그린나래미디어(주),(주)스튜디오디에이치엘",20250122,개봉영화,장편,프랑스,96,"54,992,100","6,004","31,232,100","3,194",미스터리,15세이상관람가,독립/예술영화
44,카라바조의 그림자,미첼 프라치도,,(주)영화사 진진,(주)영화사 진진,20250122,개봉영화,장편,이탈리아,35,"47,786,800","5,304","29,877,000","3,051",드라마,청소년관람불가,독립/예술영화
49,고스트캣 앙주,"야마시타 노부히로,쿠노 요코",,(주)얼리버드픽쳐스,와이드 릴리즈(주),20250122,개봉영화,장편,일본,137,"40,906,700","4,406","13,359,100","1,392",애니메이션,전체관람가,독립/예술영화
53,메모리,미셸 프랑코,,(주)티캐스트,(주)티캐스트,20250122,개봉영화,장편,미국,35,"30,146,600","3,430","23,267,400","2,473",드라마,15세이상관람가,독립/예술영화
85,언데드 다루는 법,테아 히비스텐달,,판씨네마(주),판씨네마(주),20250122,개봉영화,장편,노르웨이,64,"3,559,000",356,"2,494,500",246,드라마,15세이상관람가,독립/예술영화
45,히트맨2,최원섭,"베리굿스튜디오(주),스튜디오타겟(주)",,(주)바이포엠스튜디오,20250122,개봉영화,장편,한국,1507,45992220,5071,2390000,312,코미디,15세이상관람가,일반영화
74,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,유야마 쿠니히코,,(주)포켓몬코리아,롯데컬처웍스(주)롯데엔터테인먼트,20250122,개봉영화,장편,일본,667,8113000,929,0,0,애니메이션,전체관람가,일반영화
78,꼬마 판다 팡의 아프리카 대모험,"리처드 클라우스,카스텐 킬러리치",,(주)엔케이컨텐츠,(주)디스테이션,20250122,개봉영화,장편,네덜란드,198,5370500,603,773500,89,애니메이션,전체관람가,독립/예술영화
86,메모리,미셸 프랑코,,(주)티캐스트,(주)티캐스트,20250122,개봉영화,장편,미국,35,3534500,433,2679500,304,드라마,15세이상관람가,독립/예술영화
89,카라바조의 그림자,미첼 프라치도,,(주)영화사 진진,(주)영화사 진진,20250122,개봉영화,장편,이탈리아,35,3589900,377,2911900,295,드라마,청소년관람불가,독립/예술영화
87,에이전트 레컨,,,주식회사 풍경소리,주식회사 풍경소리,20250117,개봉영화,장편,미국,20,"1,376,000",241,"100,000",20,SF,15세이상관람가,일반영화
22,슈퍼 엘프: 빨간모자 비밀요정,우테 폰 뮌쇼폴,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20250115,개봉영화,장편,독일,171,"158,587,400","24,838","43,224,300","7,022",애니메이션,전체관람가,일반영화
24,노스페라투,로버트 에거스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20250115,개봉영화,장편,미국,362,"243,932,000","23,918","116,215,000","11,174",공포(호러),청소년관람불가,일반영화
26,폭락,현해리,주식회사 무암,,"주식회사 무암,영화로운 형제",20250115,개봉영화,장편,한국,376,"195,019,520","22,293","74,297,400","8,171",드라마,15세이상관람가,독립/예술영화
31,리얼 페인,제시 아이젠버그,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20250115,개봉영화,장편,미국,284,"138,247,680","14,525","71,555,760","7,292",드라마,15세이상관람가,독립/예술영화
43,파문,오기가미 나오코,,(주)엔케이컨텐츠,(주)디스테이션,20250115,개봉영화,장편,일본,97,"41,024,600","4,356","23,828,000","2,366",드라마,12세이상관람가,독립/예술영화
51,성 베드로 대성당과 로마의 교황청 대성당들,,,일미디어,일미디어,20250115,개봉영화,장편,이탈리아,19,"22,610,400","2,725","14,598,100","1,557",다큐멘터리,전체관람가,독립/예술영화
54,은빛살구,장만민,한국영화아카데미,,(주)마노엔터테인먼트,20250115,개봉영화,장편,한국,25,"20,532,100","2,517","13,166,000","1,498",드라마,12세이상관람가,독립/예술영화
55,더 엑소시즘,,,(주)누리픽쳐스,(주)누리픽쳐스,20250115,개봉영화,장편,미국,117,"25,128,800","2,484","5,029,200",469,공포(호러),15세이상관람가,일반영화
58,투 브라더스,닥터 케이,"토우미디어,㈜닥터케이프로덕션",,㈜닥터케이프로덕션,20250115,개봉영화,장편,한국,7,"13,438,500","1,325","9,335,800",919,다큐멘터리,15세이상관람가,일반영화
70,페르소나: 이상한 여자,정형석,"(주)태양미디어그룹,닷팩토리",,"(주)플레이그램,(주)태양미디어그룹",20250115,개봉영화,장편,한국,19,"6,201,800",672,"5,004,500",506,드라마,15세이상관람가,독립/예술영화
52,슈퍼 엘프: 빨간모자 비밀요정,우테 폰 뮌쇼폴,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20250115,개봉영화,장편,독일,171,"22,057,800","3,487","4,772,700",807,애니메이션,전체관람가,일반영화
56,리얼 페인,제시 아이젠버그,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20250115,개봉영화,장편,미국,284,"24,055,300","2,537","17,526,300","1,739",드라마,15세이상관람가,독립/예술영화
59,노스페라투,로버트 에거스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20250115,개봉영화,장편,미국,362,"18,332,300","1,746","14,869,300","1,352",공포(호러),청소년관람불가,일반영화
63,성 베드로 대성당과 로마의 교황청 대성당들,,,일미디어,일미디어,20250115,개봉영화,장편,이탈리아,19,"11,747,500","1,517","7,187,500",803,다큐멘터리,전체관람가,독립/예술영화
71,파문,오기가미 나오코,,(주)엔케이컨텐츠,(주)디스테이션,20250115,개봉영화,장편,일본,97,"6,620,100",781,"4,017,100",422,드라마,12세이상관람가,독립/예술영화
76,은빛살구,장만민,한국영화아카데미,,(주)마노엔터테인먼트,20250115,개봉영화,장편,한국,25,"5,039,000",598,"1,873,000",198,드라마,12세이상관람가,독립/예술영화
63,리얼 페인,제시 아이젠버그,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20250115,개봉영화,장편,미국,284,13695100,1367,9582700,920,드라마,15세이상관람가,독립/예술영화
92,성 베드로 대성당과 로마의 교황청 대성당들,,,일미디어,일미디어,20250115,개봉영화,장편,이탈리아,19,3060000,340,405000,47,다큐멘터리,전체관람가,독립/예술영화
80,성 베드로 대성당과 로마의 교황청 대성당들,,,일미디어,일미디어,20250115,개봉영화,장편,이탈리아,19,6680000,677,180000,21,다큐멘터리,전체관람가,독립/예술영화
40,김재중 20주년 기념 콘서트 : 플라워 가든,손석,,,씨지브이 아이스콘,20250109,개봉영화,장편,한국,41,"123,853,700","4,975","101,467,200","4,077",공연,전체관람가,일반영화
14,동화지만 청불입니다,이종석,"골드독엔터테인먼트(주),(주)기억속의매미",,"(주)미디어캔,(주)영화특별시에스엠씨",20250108,개봉영화,장편,한국,668,"1,544,500,040","165,954","460,365,620","48,615",코미디,청소년관람불가,일반영화
20,페라리,마이클 만,,주식회사 왓챠,(주)씨제이이엔엠,20250108,개봉영화,장편,미국,562,"404,332,020","42,032","183,333,960","18,420",드라마,15세이상관람가,독립/예술영화
21,데드데드 데몬즈 디디디디 디스트럭션: 파트1,,,(주)더쿱디스트리뷰션,"주식회사 올랄라스토리,롯데컬처웍스(주)롯데시네마",20250108,개봉영화,장편,일본,375,"239,088,320","28,748","114,958,660","13,752",애니메이션,15세이상관람가,독립/예술영화
33,코넬의 상자,이현지,(주)지티지그룹,,와이드 릴리즈(주),20250108,개봉영화,장편,한국,54,"44,183,900","8,421","19,190,100","3,624",미스터리,15세이상관람가,일반영화
34,쇼잉 업,켈리 라이카트,,엠엔엠인터내셔널(주),엠엔엠인터내셔널(주),20250108,개봉영화,장편,미국,46,"76,970,200","7,905","53,150,300","5,161",드라마,12세이상관람가,독립/예술영화
37,사일런트 러브,우치다 에이지,,(주)미디어캐슬,(주)미디어캐슬,20250108,개봉영화,장편,일본,126,"44,643,700","5,844","18,202,200","2,420",멜로/로맨스,15세이상관람가,일반영화
38,(여자)아이들 월드투어 [아이돌] 인 시네마,오윤동,"씨제이포디플렉스 주식회사,스크린엑스 스튜디오",,"씨제이포디플렉스 주식회사,씨지브이 아이스콘",20250108,개봉영화,장편,한국,74,"132,350,000","5,294","86,175,000","3,447",공연,12세이상관람가,일반영화
47,피스 바이 피스,모건 네빌,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20250108,개봉영화,장편,미국,67,"28,467,200","3,301","12,308,400","1,417",애니메이션,전체관람가,일반영화
71,부모 바보,이종수,보리수나무영화사,,보리수나무영화사,20250108,개봉영화,장편,한국,17,"5,650,500",611,"4,015,500",393,드라마,15세이상관람가,독립/예술영화
55,동화지만 청불입니다,이종석,"골드독엔터테인먼트(주),(주)기억속의매미",,"(주)미디어캔,(주)영화특별시에스엠씨",20250108,개봉영화,장편,한국,668,"19,738,300","2,546","7,905,600",969,코미디,청소년관람불가,일반영화
67,데드데드 데몬즈 디디디디 디스트럭션: 파트1,,,(주)더쿱디스트리뷰션,"주식회사 올랄라스토리,롯데컬처웍스(주)롯데시네마",20250108,개봉영화,장편,일본,375,"11,723,100","1,152","10,463,800","1,007",애니메이션,15세이상관람가,독립/예술영화
73,쇼잉 업,켈리 라이카트,,엠엔엠인터내셔널(주),엠엔엠인터내셔널(주),20250108,개봉영화,장편,미국,46,"6,596,500",766,"4,283,500",443,드라마,12세이상관람가,독립/예술영화
97,페라리,마이클 만,,주식회사 왓챠,(주)씨제이이엔엠,20250108,개봉영화,장편,미국,562,"2,660,500",226,"1,876,000",150,드라마,15세이상관람가,독립/예술영화
98,부모 바보,이종수,보리수나무영화사,,보리수나무영화사,20250108,개봉영화,장편,한국,17,"1,790,000",215,"430,000",53,드라마,15세이상관람가,독립/예술영화
5,뽀로로 극장판 바닷속 대모험,윤제완,(주)오콘,,씨제이 씨지브이(CJ CGV)(주),20250101,개봉영화,장편,한국,791,"2,926,095,680","342,639","364,997,540","40,451",애니메이션,전체관람가,일반영화
6,수퍼 소닉3,제프 파울러,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20250101,개봉영화,장편,미국,882,"3,034,503,010","332,198","627,670,080","65,074",애니메이션,전체관람가,일반영화
45,총을 든 스님,,,주식회사 슈아픽처스,주식회사 슈아픽처스,20250101,개봉영화,장편,기타,32,"29,508,100","3,369","15,893,200","1,575",드라마,전체관람가,독립/예술영화
16,뽀로로 극장판 바닷속 대모험,윤제완,(주)오콘,,씨제이 씨지브이(CJ CGV)(주),20250101,개봉영화,장편,한국,791,"374,983,940","45,102","42,047,400","4,544",애니메이션,전체관람가,일반영화
34,수퍼 소닉3,제프 파울러,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20250101,개봉영화,장편,미국,882,"92,448,160","10,343","19,083,020","2,044",애니메이션,전체관람가,일반영화
70,총을 든 스님,,,주식회사 슈아픽처스,주식회사 슈아픽처스,20250101,개봉영화,장편,기타,32,"6,934,000",823,"4,532,000",457,드라마,전체관람가,독립/예술영화
46,뽀로로 극장판 바닷속 대모험,윤제완,(주)오콘,,씨제이 씨지브이(CJ CGV)(주),20250101,개봉영화,장편,한국,791,44213000,5041,4342600,525,애니메이션,전체관람가,일반영화
88,수퍼 소닉3,제프 파울러,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20250101,개봉영화,장편,미국,882,3604700,385,797000,82,애니메이션,전체관람가,일반영화
45,뽀로로 극장판 바닷속 대모험,윤제완,(주)오콘,,씨제이 씨지브이(CJ CGV)(주),20250101,개봉영화,장편,한국,791,15895100,2566,343000,33,애니메이션,전체관람가,일반영화
65,뽀로로 극장판 바닷속 대모험,윤제완,(주)오콘,,씨제이 씨지브이(CJ CGV)(주),20250101,개봉영화,장편,한국,791,7367100,999,192000,32,애니메이션,전체관람가,일반영화
99,뽀로로 극장판 바닷속 대모험,윤제완,(주)오콘,,씨제이 씨지브이(CJ CGV)(주),20250101,개봉영화,장편,한국,791,2253000,405,0,0,애니메이션,전체관람가,일반영화
11,보고타: 마지막 기회의 땅,김성제,"(주)영화사수박,(주)이디오플랜",,플러스엠 엔터테인먼트,20241231,개봉영화,장편,한국,"1,029","905,383,890","100,948","253,536,280","27,980",범죄,15세이상관람가,일반영화
20,시빌 워: 분열의 시대,알렉스 가랜드,,(주)더쿱디스트리뷰션,(주)마인드마크,20241231,개봉영화,장편,미국,662,"226,802,160","22,767","87,064,300","8,342",액션,15세이상관람가,독립/예술영화
7,보고타: 마지막 기회의 땅,김성제,"(주)영화사수박,(주)이디오플랜",,플러스엠 엔터테인먼트,20241231,개봉영화,장편,한국,"1,029","2,994,218,870","321,425","755,823,420","78,951",범죄,15세이상관람가,일반영화
16,시빌 워: 분열의 시대,알렉스 가랜드,,(주)더쿱디스트리뷰션,(주)마인드마크,20241231,개봉영화,장편,미국,662,"936,683,630","90,808","356,798,800","33,415",액션,15세이상관람가,독립/예술영화
100,시빌 워: 분열의 시대,알렉스 가랜드,,(주)더쿱디스트리뷰션,(주)마인드마크,20241231,개봉영화,장편,미국,662,"1,945,600",197,"1,275,400",128,액션,15세이상관람가,독립/예술영화
14,니코: 오로라 원정대의 모험,"캐리 주스넌,요르겐 레르담",,(주)블루라벨픽쳐스,"TCO(주)더콘텐츠온,메가박스중앙(주)",20241225,개봉영화,장편,독일,393,"456,061,700","51,449","127,296,560","13,274",애니메이션,전체관람가,일반영화
18,더 폴: 디렉터스 컷,타셈 싱,,오드,오드,20241225,개봉영화,장편,영국,89,"291,794,800","26,925","162,641,600","14,898",드라마,12세이상관람가,일반영화
63,모든 것은 아르망에서 시작되었다,,,(주)영화사 진진,(주)영화사 진진,20241225,개봉영화,장편,노르웨이,24,"15,188,100","1,741","10,943,900","1,223",드라마,12세이상관람가,독립/예술영화
90,면접교섭,이주아,감성스토리,,필름다빈,20241225,개봉영화,장편,한국,11,"4,937,300",523,"4,338,800",454,다큐멘터리,전체관람가,독립/예술영화
17,더 폴: 디렉터스 컷,타셈 싱,,오드,오드,20241225,개봉영화,장편,영국,89,"647,738,200","64,524","387,306,800","37,639",드라마,12세이상관람가,일반영화
32,니코: 오로라 원정대의 모험,"캐리 주스넌,요르겐 레르담",,(주)블루라벨픽쳐스,"TCO(주)더콘텐츠온,메가박스중앙(주)",20241225,개봉영화,장편,독일,393,"65,403,800","8,446","19,224,500","2,420",애니메이션,전체관람가,일반영화
