NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
48,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,"9,840,000","1,686","1,754,000",377,드라마,12세이상관람가,독립/예술영화
79,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,"5,277,000",861,0,0,드라마,12세이상관람가,독립/예술영화
80,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,"7,927,000",963,"3,881,000",457,드라마,12세이상관람가,독립/예술영화
46,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,"26,799,000","3,838","3,329,000",322,드라마,12세이상관람가,독립/예술영화
72,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,"13,222,000","2,017","1,614,000",169,드라마,12세이상관람가,독립/예술영화
74,소풍,김용균,(주)로케트필름,,롯데컬처웍스(주)롯데엔터테인먼트,20240207,개봉영화,장편,한국,729,"12,101,000","1,180",0,0,드라마,12세이상관람가,독립/예술영화
115,존예 며느리의 신음소리,,,,(주)씨맥스커뮤니케이션즈,20240202,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
4,건국전쟁,김덕영,다큐스토리,,다큐스토리,20240201,개봉영화,장편,한국,224,9619800158,1031018,2831349360,304291,다큐멘터리,12세이상관람가,일반영화
24,청춘 돼지는 책가방 소녀의 꿈을 꾸지 않는다,마스이 소이치,,(주)애니플러스,(주)애니플러스,20240201,개봉영화,장편,일본,84,173337195,18409,64015679,6239,애니메이션,12세이상관람가,일반영화
94,마이 스몰 랜드,카와와다 에마,,(주)미디어캐슬,(주)미디어캐슬,20240201,개봉영화,장편,일본,6,881578,135,152000,19,드라마,12세이상관람가,독립/예술영화
9,건국전쟁,김덕영,다큐스토리,,다큐스토리,20240201,개봉영화,장편,한국,224,1250960217,138922,407485433,44118,다큐멘터리,12세이상관람가,일반영화
66,청춘 돼지는 책가방 소녀의 꿈을 꾸지 않는다,마스이 소이치,,(주)애니플러스,(주)애니플러스,20240201,개봉영화,장편,일본,84,6975136,747,3984512,391,애니메이션,12세이상관람가,일반영화
48,건국전쟁,김덕영,다큐스토리,,다큐스토리,20240201,개봉영화,장편,한국,224,"11,502,139","1,267","6,841,239",669,다큐멘터리,12세이상관람가,독립/예술영화
84,건국전쟁,김덕영,다큐스토리,,다큐스토리,20240201,개봉영화,장편,한국,224,"2,418,000",386,"542,000",49,다큐멘터리,12세이상관람가,독립/예술영화
99,건국전쟁,김덕영,다큐스토리,,다큐스토리,20240201,개봉영화,장편,한국,224,"1,920,000",238,"510,000",53,다큐멘터리,12세이상관람가,독립/예술영화
8,웡카,폴 킹,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240131,개봉영화,장편,미국,1753,1509371945,181301,528083481,59747,판타지,전체관람가,일반영화
31,추락의 해부,쥐스틴 트리에,,그린나래미디어(주),(주)스튜디오디에이치엘,20240131,개봉영화,장편,프랑스,236,91970559,9779,58023449,6048,드라마,15세이상관람가,독립/예술영화
47,비욘드 유토피아,매들린 개빈,,(주)드림팩트엔터테인먼트,"(주)홈초이스,(주)드림팩트엔터테인먼트,(주)스마일이엔티",20240131,개봉영화,장편,미국,158,22778534,2473,13019739,1385,다큐멘터리,12세이상관람가,독립/예술영화
49,정글번치: 월드투어,,,(주)퍼스트런,(주)무비다이브,20240131,개봉영화,장편,프랑스,193,16438900,2285,4352000,631,애니메이션,전체관람가,독립/예술영화
58,아톰 새로운 시작,데이빗 보워스,,주식회사 블루필름웍스,주식회사 블루필름웍스,20240131,개봉영화,장편,미국,144,10805490,1120,8509600,855,애니메이션,전체관람가,일반영화
61,크레센도 반 클라이번 콩쿠르 실황,헤더 윌크,,오드,오드,20240131,개봉영화,장편,미국,65,18044500,942,7638500,382,공연,전체관람가,일반영화
69,아녜스 V에 의한 제인 B,아녜스 바르다,,(주)영화사 안다미로,(주)영화사 안다미로,20240131,개봉영화,장편,프랑스,33,3033000,401,2041500,289,판타지,청소년관람불가,독립/예술영화
73,두 세계 사이에서,엠마뉘엘 카레르,,(주)디오시네마,(주)디오시네마,20240131,개봉영화,장편,프랑스,35,2417700,322,1473000,199,드라마,12세이상관람가,독립/예술영화
101,"타르콥스키, 기도하는 영혼",,,,(주)와우,20240131,개봉영화,장편,이탈리아,9,506428,61,293228,28,다큐멘터리,12세이상관람가,독립/예술영화
117,여직원과 야근하다 한 떡,,,,와이제이스토리,20240131,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
2,웡카,폴 킹,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240131,개봉영화,장편,미국,1753,28559235141,2943400,8372668173,827033,판타지,전체관람가,일반영화
13,추락의 해부,쥐스틴 트리에,,그린나래미디어(주),(주)스튜디오디에이치엘,20240131,개봉영화,장편,프랑스,236,719629983,72886,428836498,42433,드라마,15세이상관람가,독립/예술영화
15,정글번치: 월드투어,,,(주)퍼스트런,(주)무비다이브,20240131,개봉영화,장편,프랑스,193,414940600,49908,57373000,7073,애니메이션,전체관람가,독립/예술영화
27,비욘드 유토피아,매들린 개빈,,(주)드림팩트엔터테인먼트,"(주)홈초이스,(주)드림팩트엔터테인먼트,(주)스마일이엔티",20240131,개봉영화,장편,미국,158,121570065,12619,45216267,4683,다큐멘터리,12세이상관람가,독립/예술영화
38,크레센도 반 클라이번 콩쿠르 실황,헤더 윌크,,오드,오드,20240131,개봉영화,장편,미국,65,110017000,5696,57131500,2902,공연,전체관람가,일반영화
48,아톰 새로운 시작,데이빗 보워스,,주식회사 블루필름웍스,주식회사 블루필름웍스,20240131,개봉영화,장편,미국,144,30885051,3428,4902139,502,애니메이션,전체관람가,일반영화
56,아녜스 V에 의한 제인 B,아녜스 바르다,,(주)영화사 안다미로,(주)영화사 안다미로,20240131,개봉영화,장편,프랑스,33,15854900,1690,11676100,1199,판타지,청소년관람불가,독립/예술영화
59,두 세계 사이에서,엠마뉘엘 카레르,,(주)디오시네마,(주)디오시네마,20240131,개봉영화,장편,프랑스,35,12680327,1448,6556167,707,드라마,12세이상관람가,독립/예술영화
66,"타르콥스키, 기도하는 영혼",,,,(주)와우,20240131,개봉영화,장편,이탈리아,9,7729334,877,5045834,484,다큐멘터리,12세이상관람가,독립/예술영화
4,웡카,폴 킹,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240131,개봉영화,장편,미국,1753,3838068524,401512,917615074,93348,판타지,전체관람가,일반영화
22,추락의 해부,쥐스틴 트리에,,그린나래미디어(주),(주)스튜디오디에이치엘,20240131,개봉영화,장편,프랑스,236,174494229,17382,127382896,12146,드라마,15세이상관람가,독립/예술영화
57,비욘드 유토피아,매들린 개빈,,(주)드림팩트엔터테인먼트,"(주)홈초이스,(주)드림팩트엔터테인먼트,(주)스마일이엔티",20240131,개봉영화,장편,미국,158,13161700,1449,9708700,1030,다큐멘터리,12세이상관람가,독립/예술영화
73,크레센도 반 클라이번 콩쿠르 실황,헤더 윌크,,오드,오드,20240131,개봉영화,장편,미국,65,8243000,499,5429000,295,공연,전체관람가,일반영화
105,"타르콥스키, 기도하는 영혼",,,,(주)와우,20240131,개봉영화,장편,이탈리아,9,893000,111,419000,39,다큐멘터리,12세이상관람가,독립/예술영화
115,아녜스 V에 의한 제인 B,아녜스 바르다,,(주)영화사 안다미로,(주)영화사 안다미로,20240131,개봉영화,장편,프랑스,33,502000,61,426000,49,판타지,청소년관람불가,독립/예술영화
32,웡카,폴 킹,,워너브러더스 코리아(주),워너브러더스 코리아(주),20240131,개봉영화,장편,미국,"1,753","49,917,579","5,259","14,892,273","1,490",판타지,전체관람가,일반영화
40,추락의 해부,쥐스틴 트리에,,그린나래미디어(주),(주)스튜디오디에이치엘,20240131,개봉영화,장편,프랑스,236,"25,264,978","2,747","20,586,278","2,054",드라마,15세이상관람가,독립/예술영화
44,비욘드 유토피아,매들린 개빈,,(주)드림팩트엔터테인먼트,"(주)홈초이스,(주)드림팩트엔터테인먼트,(주)스마일이엔티",20240131,개봉영화,장편,미국,158,"15,550,800","1,479","3,413,500",292,다큐멘터리,12세이상관람가,독립/예술영화
72,비욘드 유토피아,매들린 개빈,,(주)드림팩트엔터테인먼트,"(주)홈초이스,(주)드림팩트엔터테인먼트,(주)스마일이엔티",20240131,개봉영화,장편,미국,158,"5,175,000",580,"2,133,000",165,다큐멘터리,12세이상관람가,독립/예술영화
79,추락의 해부,쥐스틴 트리에,,그린나래미디어(주),(주)스튜디오디에이치엘,20240131,개봉영화,장편,프랑스,236,"3,776,000",475,"2,782,000",292,드라마,15세이상관람가,독립/예술영화
99,비욘드 유토피아,매들린 개빈,,(주)드림팩트엔터테인먼트,"(주)홈초이스,(주)드림팩트엔터테인먼트,(주)스마일이엔티",20240131,개봉영화,장편,미국,158,"1,308,000",232,0,0,다큐멘터리,12세이상관람가,독립/예술영화
115,그녀들이 치료해주는 발기부전,,,,와이제이스토리,20240130,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
113,결혼 전 뚫려버린 순결,,(주)이십일세기미디어,,(주)이십일세기미디어,20240126,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
116,명탐정 추태에 빠져버린 처자,김피디,(주)이십일세기미디어,,(주)이십일세기미디어,20240126,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
5,시민덕희,박영주,"(주)씨제스엔터테인먼트,페이지원필름(주)",,(주)쇼박스,20240124,개봉영화,장편,한국,1272,6117073296,662483,1447454528,153080,드라마,15세이상관람가,일반영화
16,도그맨,뤽 베송,,(주)엣나인필름,(주)레드아이스 엔터테인먼트,20240124,개봉영화,장편,프랑스,496,403480401,43282,154528065,16307,드라마,15세이상관람가,독립/예술영화
28,세기말의 사랑,임선애,"(주)기린제작사,주식회사 위드에이스튜디오",,"(주)엔케이컨텐츠,(주)디스테이션",20240124,개봉영화,장편,한국,123,89285390,10617,42599772,4896,드라마,12세이상관람가,독립/예술영화
36,레트리뷰션,님로드 안탈,,(주)퍼스트런,메가박스중앙(주),20240124,개봉영화,장편,미국,202,41242785,4976,13525341,1666,액션,15세이상관람가,일반영화
39,넥스트 골 윈즈,타이카 와이티티,,,월트디즈니컴퍼니코리아 유한책임회사,20240124,개봉영화,장편,미국,156,42421542,4546,23159485,2529,코미디,전체관람가,일반영화
41,영화 스미코구라시 - 튀어나오는 그림책과 비밀의 아이,만큐,,(주)미디어캐슬,(주)미디어캐슬,20240124,개봉영화,장편,일본,101,35461830,4135,15707560,1829,애니메이션,전체관람가,독립/예술영화
42,클럽 제로,예시카 하우스너,,판씨네마(주),판씨네마(주),20240124,개봉영화,장편,오스트리아,60,36155825,4068,19408045,2102,미스터리,12세이상관람가,독립/예술영화
52,소녀는 졸업하지 않는다,나카가와 슌,,해피송,해피송,20240124,개봉영화,장편,일본,42,15811682,1684,10578895,1093,멜로/로맨스,12세이상관람가,독립/예술영화
57,울산의 별,정기혁,후앤유아츠(주),,영화로운 형제,20240124,개봉영화,장편,한국,21,10753388,1211,9227600,1032,드라마,15세이상관람가,독립/예술영화
68,일 부코,미켈란젤로 프라마르티노,,그린나래미디어(주),그린나래미디어(주),20240124,개봉영화,장편,이탈리아,10,3887245,435,2805245,286,드라마,전체관람가,독립/예술영화
72,봉신연의: 조가풍운,우얼샨,,주식회사 풍경소리,(주)스튜디오디에이치엘,20240124,개봉영화,장편,중국,23,2888317,343,789500,74,전쟁,12세이상관람가,독립/예술영화
120,머릿속을,조성규,(주)와우,,하준사,20240124,개봉영화,장편,한국,5,64000,18,0,0,드라마,12세이상관람가,독립/예술영화
3,시민덕희,박영주,"(주)씨제스엔터테인먼트,페이지원필름(주)",,(주)쇼박스,20240124,개봉영화,장편,한국,1272,9958956001,1038456,1854503017,190172,드라마,15세이상관람가,일반영화
49,도그맨,뤽 베송,,(주)엣나인필름,(주)레드아이스 엔터테인먼트,20240124,개봉영화,장편,프랑스,496,31344748,3402,13879918,1349,드라마,15세이상관람가,독립/예술영화
62,세기말의 사랑,임선애,"(주)기린제작사,주식회사 위드에이스튜디오",,"(주)엔케이컨텐츠,(주)디스테이션",20240124,개봉영화,장편,한국,123,8579568,1111,3299384,368,드라마,12세이상관람가,독립/예술영화
65,넥스트 골 윈즈,타이카 와이티티,,,월트디즈니컴퍼니코리아 유한책임회사,20240124,개봉영화,장편,미국,156,8568229,951,7114560,785,코미디,전체관람가,일반영화
77,영화 스미코구라시 - 튀어나오는 그림책과 비밀의 아이,만큐,,(주)미디어캐슬,(주)미디어캐슬,20240124,개봉영화,장편,일본,101,4822560,521,2770000,300,애니메이션,전체관람가,독립/예술영화
78,소녀는 졸업하지 않는다,나카가와 슌,,해피송,해피송,20240124,개봉영화,장편,일본,42,4358117,517,2523617,263,멜로/로맨스,12세이상관람가,독립/예술영화
84,울산의 별,정기혁,후앤유아츠(주),,영화로운 형제,20240124,개봉영화,장편,한국,21,2066000,280,743000,98,드라마,15세이상관람가,독립/예술영화
86,클럽 제로,예시카 하우스너,,판씨네마(주),판씨네마(주),20240124,개봉영화,장편,오스트리아,60,1731700,209,1305700,134,미스터리,12세이상관람가,독립/예술영화
87,일 부코,미켈란젤로 프라마르티노,,그린나래미디어(주),그린나래미디어(주),20240124,개봉영화,장편,이탈리아,10,1405200,166,933200,99,드라마,전체관람가,독립/예술영화
93,레트리뷰션,님로드 안탈,,(주)퍼스트런,메가박스중앙(주),20240124,개봉영화,장편,미국,202,1237217,139,334739,34,액션,15세이상관람가,일반영화
